InputID,TargetID,Distance
0,242,0.0460929790673
0,271,0.0599408913846
0,259,0.0599408913846
0,278,0.0609901744944
0,243,0.0609901744944
1,242,0.0221990308496
1,271,0.0466129162417
1,259,0.0466129162417
1,278,0.0466270176068
1,243,0.0466270176068
2,279,0.024312179747
2,79,0.0332007895855
2,83,0.0402578980081
2,40,0.0436014183153
2,116,0.0436014183153
3,179,0.000770415933762
3,182,0.000777658077626
3,232,0.000897529170598
3,198,0.00162940336858
3,163,0.00200635463809
4,147,0.0290221715311
4,67,0.0290724033547
4,68,0.0302975336368
4,65,0.030399552887
4,66,0.030468223699
5,96,0.00907560876953
5,101,0.00913332916721
5,59,0.0137720057012
5,48,0.0137720057012
5,74,0.0170735832517
6,90,0.000502733605226
6,138,0.00170453106678
6,164,0.00204083070321
6,36,0.00249211506896
6,198,0.00284741747442
7,168,0.00666650839128
7,169,0.006948440815
7,38,0.00985103454621
7,122,0.00985103454621
7,61,0.0121163179401
8,218,0.00533641428665
8,104,0.00725165649622
8,56,0.00725165649622
8,207,0.00732306129561
8,63,0.00908663171372
8,43,0.00908663171372
9,257,0.00611267040369
9,71,0.00812242632355
9,70,0.00824068096858
9,73,0.00824068096858
9,69,0.00824068096858
10,86,0.0161048957314
10,0,0.0200461500962
10,84,0.0233091242939
10,17,0.0306743281234
10,27,0.0310341952142
11,4,0.00437732361298
11,237,0.0229518434703
11,277,0.0229518434703
11,187,0.0295386824279
11,50,0.0295386824279
12,216,0.0431965826285
12,186,0.0523281063494
12,241,0.0624687696726
12,67,0.0646135116037
12,147,0.0649020768098
13,216,0.0431965826285
13,186,0.0523281063494
13,241,0.0624687696726
13,67,0.0646135116037
13,147,0.0649020768098
14,279,0.0190274606627
14,0,0.0309250734128
14,17,0.0337703804281
14,84,0.0388253060029
14,5,0.0465091790644
15,198,0.00178421214084
15,232,0.00189144539283
15,90,0.00232334578481
15,179,0.00258201918526
15,164,0.00260892560169
16,81,0.00427156191227
16,58,0.00613792279849
16,55,0.0062745615102
16,45,0.00659982878282
16,52,0.00659982878282
17,242,0.0385411566344
17,271,0.0582897559651
17,259,0.0582897559651
17,278,0.0588691041808
17,243,0.0588691041808
18,273,0.00386749210907
18,16,0.00467755297707
18,87,0.0165943712996
18,85,0.0171783553019
18,4,0.0286271349422
19,94,0.000217778631566
19,91,0.000283489848074
19,226,0.00155931406952
19,193,0.00202390695254
19,235,0.00205431948782
20,27,0.00866964127008
20,84,0.00983433389235
20,2,0.0126709918597
20,17,0.0153392202949
20,86,0.0213288524242
21,40,0.0136502451586
21,116,0.0136502451586
21,17,0.0173733008896
21,2,0.0173809925356
21,89,0.0184852687896
22,243,0.0733369010666
22,278,0.0733369010666
22,271,0.0752060384886
22,259,0.0752060384886
22,216,0.0753327648542
23,280,0.0145207023935
23,249,0.0145207023935
23,276,0.0422895526872
23,137,0.0422895526872
23,274,0.0527950395302
24,279,0.0088945681816
24,17,0.0221134266959
24,40,0.0275065181155
24,116,0.0275065181155
24,83,0.0294347124344
25,185,0.00159097320094
25,196,0.00168137503948
25,94,0.00233179924229
25,91,0.00238635372985
25,226,0.00276759243701
26,68,0.0155459180363
26,65,0.0156529800771
26,66,0.0158437262456
26,147,0.017520297256
26,67,0.0176853455587
27,242,0.0428450323629
27,271,0.0472451854835
27,259,0.0472451854835
27,278,0.0487609762837
27,243,0.0487609762837
28,4,0.0481428389311
28,280,0.0551531420842
28,249,0.0551531420842
28,86,0.0569269132147
28,16,0.0592167200334
29,273,0.0105486133995
29,16,0.0166081957647
29,4,0.0180392146459
29,87,0.0293136644164
29,85,0.0298508140192
30,5,0.0315754305021
30,86,0.0361115790873
30,0,0.040073342019
30,84,0.0476196812963
30,85,0.0503016290804
31,102,0.00140285307281
31,76,0.00165962541435
31,132,0.00347297226379
31,95,0.00396995948907
31,26,0.00396995948907
32,253,0.000268787841499
32,180,0.000865068201082
32,283,0.00215514273815
32,142,0.00218585033353
32,152,0.00285018784997
33,64,0.00556636713669
33,215,0.0059531164066
33,134,0.00929029591429
33,269,0.00982809145196
33,195,0.00982809145196
34,262,0.00500475579284
34,146,0.00500475579284
34,225,0.00656184135551
34,228,0.00827894368753
34,6,0.0083524835684
35,194,0.000398680461496
35,31,0.000554096165337
35,54,0.00659783420269
35,223,0.00667655981406
35,61,0.00714830140145
36,10,0.000370562981168
36,9,0.000370562981168
36,19,0.000370562981168
36,18,0.000370562981168
36,22,0.000370562981168
37,206,0.000961090754254
37,281,0.00142028366621
37,185,0.00146908826289
37,200,0.00172119020471
37,178,0.00248622278406
38,242,0.0377602792835
38,278,0.0638502054203
38,243,0.0638502054203
38,271,0.0641212201898
38,259,0.0641212201898
39,147,0.0394323456638
39,67,0.0394660519818
39,68,0.0403805900993
39,66,0.0403989694996
39,65,0.0404741829648
40,279,0.0380924053878
40,204,0.0443479291025
40,275,0.0443479291025
40,0,0.0507989494483
40,5,0.0530014787382
41,228,0.00143035218917
41,234,0.00294036898869
41,28,0.00387850479811
41,114,0.00387850479811
41,211,0.00425573007806
42,17,0.00572333986744
42,84,0.00946242483796
42,0,0.0111258951898
42,279,0.0197409357507
42,2,0.0249841636192
43,280,0.0146060080711
43,249,0.0146060080711
43,274,0.043909611795
43,141,0.0488576122242
43,246,0.0572520624188
44,21,0.00136524785888
44,99,0.00136524785888
44,192,0.00136524785888
44,229,0.00157544710749
44,177,0.00290598439009
45,58,0.00732812618426
45,81,0.00794489813681
45,45,0.00843815867098
45,52,0.00843815867098
45,55,0.00847814392668
46,279,0.039929121583
46,79,0.0502825282464
46,96,0.0562130706302
46,101,0.0562231996027
46,83,0.0588424555371
47,255,0.00453163504443
47,119,0.00704020161233
47,37,0.00704020161233
47,144,0.00715988377239
47,20,0.00779318936238
48,4,0.00954197058269
48,237,0.0217255232739
48,277,0.0217255232739
48,187,0.0296190888441
48,50,0.0296190888441
49,147,0.0353354963165
49,67,0.0353733353244
49,68,0.0364549407857
49,66,0.0365286997003
49,65,0.0365517060266
50,174,0.000797863260277
50,191,0.00587891734546
50,220,0.00654734113252
50,35,0.00659363583244
50,121,0.00659363583244
51,209,0.00376790218703
51,134,0.0048107610767
51,168,0.0173056297936
51,269,0.017585039111
51,195,0.017585039111
52,23,0.00282909265619
52,82,0.00810702034774
52,251,0.00878191789085
52,149,0.0162996005362
52,74,0.0236120375649
53,184,0.00202327153147
53,90,0.00218740237218
53,138,0.0023688595479
53,36,0.00336529704736
53,164,0.00359502877585
54,98,0.00108325257224
54,219,0.0059754320036
54,48,0.00864682754565
54,59,0.00864682754565
54,77,0.0126626072334
55,275,0.0463092006223
55,204,0.0463092006223
55,279,0.04878557141
55,5,0.0601169245367
55,0,0.0620070777955
56,214,0.00053981527842
56,97,0.006445431146
56,153,0.008325665205
56,26,0.00942088381336
56,95,0.00942088381336
57,279,0.0263559067607
57,0,0.0394432962163
57,17,0.0426510806157
57,275,0.0472338280412
57,204,0.0472338280412
58,242,0.0289534336024
58,271,0.0430060297548
58,259,0.0430060297548
58,278,0.0438837622547
58,243,0.0438837622547
59,201,0.00135934332077
59,284,0.00258847697029
59,100,0.00311456296234
59,267,0.00337395849673
59,254,0.00372878079639
60,181,0.000737169404057
60,226,0.00139660706693
60,155,0.00160230437964
60,263,0.00160230437964
60,123,0.00165019977028
61,135,0.000322271047056
61,197,0.00397631608254
61,125,0.00399337065245
61,80,0.00621984184099
61,190,0.00847541891433
62,190,0.000803090503847
62,167,0.00534041765341
62,125,0.00728649860507
62,197,0.00750496285348
62,135,0.0079979668495
63,77,0.00266085401386
63,78,0.00443585956871
63,153,0.00729507151574
63,214,0.0114693783553
63,98,0.0121318517806
64,184,0.00143624727957
64,285,0.00177401001336
64,181,0.00277641024784
64,263,0.00316906003272
64,155,0.00316906003272
65,147,0.0237760434913
65,67,0.0238660739149
65,68,0.0239415555106
65,65,0.0240441877324
65,66,0.0241331144338
66,279,0.049364506695
66,242,0.0524193960299
66,271,0.0528720168928
66,259,0.0528720168928
66,278,0.0546124450685
66,243,0.0546124450685
67,210,0.000499482702664
67,8,0.00283305376254
67,119,0.00655399050032
67,37,0.00655399050032
67,152,0.0070498010009
68,237,0.0175121683868
68,277,0.0175121683868
68,276,0.024697138907
68,137,0.024697138907
68,187,0.0256267655384
68,50,0.0256267655384
69,148,0.000651144415548
69,282,0.00116887274697
69,129,0.00124857304387
69,33,0.00163358179678
69,124,0.00163358179678
70,84,0.00211898693392
70,17,0.00700599921354
70,0,0.0151568234084
70,2,0.0173306839442
70,27,0.017573407981
71,216,0.0475260459943
71,243,0.0555964431651
71,278,0.0555964431651
71,271,0.0570361728192
71,259,0.0570361728192
72,109,0.00225511165329
72,57,0.00372919441257
72,128,0.00444558030777
72,72,0.00720438026207
72,215,0.01006290213
73,134,0.0010103792432
73,209,0.00457124318572
73,269,0.0134071372525
73,195,0.0134071372525
73,64,0.0144052600997
74,279,0.0134612969358
74,0,0.0223404789733
74,17,0.0244009158237
74,84,0.0293727963964
74,2,0.0435334113951
75,36,0.00053951848245
75,138,0.000834323065495
75,208,0.00172063842242
75,164,0.00214449509842
75,10,0.00264912993812
75,9,0.00264912993812
75,18,0.00264912993812
75,19,0.00264912993812
75,22,0.00264912993812
76,203,0.00452117069074
76,213,0.00602542595318
76,254,0.00702720900696
76,267,0.00725733426333
76,199,0.00738474408179
77,2,0.00882170112401
77,81,0.0103606265529
77,89,0.0112221418844
77,40,0.0141504016919
77,116,0.0141504016919
78,243,0.0889033970837
78,278,0.0889033970837
78,271,0.090900538916
78,259,0.090900538916
78,242,0.0936359967261
79,27,0.00127789886303
79,2,0.00991670052434
79,84,0.0173569617765
79,17,0.0217033659021
79,86,0.0224041036292
80,68,0.00975028975326
80,65,0.00986610122144
80,66,0.0102621374792
80,147,0.0142790468967
80,67,0.014513115518
81,90,0.0019812150009
81,236,0.00236469612037
81,184,0.00292146412405
81,138,0.0031894549123
81,164,0.00371914581284
82,103,0.000445837041379
82,272,0.00700386490847
82,244,0.00700386490847
82,74,0.0128554947153
82,151,0.0128997167738
83,57,0.00106535625064
83,109,0.00466212800969
83,215,0.00671475274947
83,64,0.0067303975198
83,128,0.0077681431845
84,242,0.122605854411
84,243,0.125523719684
84,278,0.125523719684
84,271,0.127592714058
84,259,0.127592714058
85,65,0.000567522106789
85,68,0.000684126707729
85,66,0.000938074089334
85,69,0.0101032601213
85,73,0.0101032601213
85,70,0.0101032601213
86,4,0.0246715614388
86,237,0.0373399508124
86,277,0.0373399508124
86,249,0.0442614391677
86,280,0.0442614391677
87,279,0.0171400848373
87,17,0.0381199724605
87,79,0.0406957882016
87,0,0.043244062673
87,83,0.0451033646958
88,275,0.0215427889277
88,204,0.0215427889277
88,5,0.0310889288364
88,0,0.0706485539412
88,84,0.0838789648049
89,4,0.0329437388006
89,280,0.0453738690897
89,249,0.0453738690897
89,237,0.0503319225821
89,277,0.0503319225821
90,5,0.0123346567556
90,275,0.0200779611262
90,204,0.0200779611262
90,0,0.0521668930519
90,84,0.0652941877299
91,279,0.0353544322199
91,17,0.0559118805928
91,79,0.0572914847877
91,0,0.0574560368936
91,84,0.0627217744876
92,242,0.0358139358125
92,271,0.0604374806561
92,259,0.0604374806561
92,278,0.0604910384693
92,243,0.0604910384693
93,280,0.0321652133278
93,249,0.0321652133278
93,4,0.035506624652
93,277,0.0395830056626
93,237,0.0395830056626
94,231,0.0149791963814
94,1,0.0152435434705
94,13,0.017455161597
94,248,0.0176660912732
94,88,0.0187745811211
95,63,0.00658841850982
95,43,0.00658841850982
95,103,0.00710642218191
95,207,0.00846186932124
95,56,0.0111158355133
95,104,0.0111158355133
96,101,0.000204459845602
96,96,0.000269445306666
96,48,0.00617453262979
96,59,0.00617453262979
96,219,0.0113332232614
97,2,0.00599255287547
97,81,0.0107012984046
97,27,0.0139899449038
97,58,0.0141450924639
97,55,0.0154649763214
98,279,0.0133764961643
98,0,0.0149090866208
98,17,0.0151848672472
98,84,0.0199730090887
98,2,0.034603367268
99,67,0.0537155503507
99,147,0.0537366518125
99,68,0.0567107662215
99,65,0.0568102368587
99,66,0.0568192478472
100,86,0.00352421544192
100,27,0.0186024031221
100,85,0.0189369117834
100,87,0.0195643619668
100,84,0.0239730966039
101,279,0.0183031393755
101,79,0.0205776165417
101,83,0.0229627089869
101,40,0.0245040548118
101,116,0.0245040548118
102,4,0.00662115105618
102,273,0.0229963092216
102,237,0.0262844050376
102,277,0.0262844050376
102,16,0.0271425826421
103,138,0.00174237527462
103,36,0.00221620831533
103,226,0.00247127913426
103,181,0.00273484524064
103,208,0.00301406627875
104,273,0.00131542251833
104,16,0.00951182647282
104,87,0.0209288697685
104,85,0.0215349216537
104,4,0.0281379022036
105,85,0.00897175149114
105,87,0.00913123780731
105,1,0.0177245694786
105,39,0.018003369886
105,115,0.018003369886
106,237,0.0241921581799
106,277,0.0241921581799
106,4,0.0246169821368
106,50,0.0329130922491
106,187,0.0329130922491
107,5,0.011644107368
107,275,0.0387380191868
107,204,0.0387380191868
107,0,0.0398131469056
107,86,0.0498024124077
108,144,0.00107387331194
108,14,0.00163102862817
108,7,0.00163102862817
108,238,0.00260157028997
108,255,0.00347902322039
109,4,0.0119682296825
109,237,0.0345563883313
109,277,0.0345563883313
109,16,0.0356050293466
109,273,0.0356307872061
110,272,0.00142109619238
110,244,0.00142109619238
110,103,0.00761613294286
110,151,0.00991975371161
110,74,0.0125809017553
111,66,0.00467430951811
111,65,0.00538765691777
111,68,0.00552152919634
111,69,0.00849134962134
111,73,0.00849134962134
111,70,0.00849134962134
112,134,0.00481121442768
112,209,0.00844194590476
112,64,0.0100953990371
112,215,0.0103990793253
112,269,0.0109817345309
112,195,0.0109817345309
113,174,0.00335262839547
113,41,0.00408967577953
113,170,0.00456440707064
113,121,0.00515867052047
113,35,0.00515867052047
114,191,0.00284024214579
114,53,0.00393389334893
114,167,0.00515495100315
114,220,0.00667633845065
114,224,0.00702300290893
115,4,0.0106706560255
115,273,0.0208807026518
115,16,0.0209240571267
115,87,0.0313644195174
115,85,0.0316863409353
116,23,0.0142715540834
116,74,0.0148928589989
116,82,0.0160190267175
116,251,0.0198770955716
116,272,0.0202103687966
116,244,0.0202103687966
117,147,0.0447835014637
117,67,0.044795776867
117,68,0.0464750274489
117,66,0.0465175117585
117,65,0.0465703217897
118,242,0.0358391414282
118,271,0.0443843463245
118,259,0.0443843463245
118,278,0.0456382410733
118,243,0.0456382410733
119,4,0.013209717081
119,273,0.0162919513746
119,16,0.0216789890018
119,237,0.0309152425585
119,277,0.0309152425585
120,216,0.0269671671841
120,251,0.0286439512932
120,149,0.0327203648463
120,186,0.0335095858318
120,23,0.0336488157302
121,272,0.00562702465536
121,244,0.00562702465536
121,151,0.00849709523584
121,103,0.0120164633414
121,149,0.0151933861045
122,72,0.000537141091701
122,128,0.00323388312511
122,257,0.00364316135331
122,109,0.00768956175493
122,57,0.0110633274419
123,176,0.0006376220384
123,54,0.00445192347465
123,31,0.00683867893663
123,194,0.0071422027594
123,51,0.00761326202231
124,41,0.000910860578609
124,170,0.00260875138993
124,61,0.00393419046818
124,47,0.00397478959776
124,62,0.00397478959776
125,251,0.00984923461979
125,23,0.0141614159129
125,82,0.0159083093302
125,149,0.0171705568423
125,186,0.030150956382
126,236,0.0028066623847
126,232,0.00285262609924
126,198,0.00300151362308
126,90,0.00315137349291
126,179,0.0033517604916
127,242,0.0237575897202
127,271,0.0438510486263
127,259,0.0438510486263
127,278,0.0442754931146
127,243,0.0442754931146
128,40,0.0147392038546
128,116,0.0147392038546
128,83,0.015571757325
128,79,0.0186148492496
128,93,0.0203381817621
129,64,0.000315557722847
129,215,0.00155382353391
129,57,0.00666980414666
129,110,0.00968208270183
129,269,0.0110816161412
129,195,0.0110816161412
130,231,0.000641518032519
130,13,0.00259772507879
130,120,0.00436834792846
130,32,0.00439864968643
130,236,0.00766836959488
131,231,0.00144876733055
131,13,0.00299410707039
131,120,0.00458925941107
131,32,0.00459955035563
131,236,0.00748209991257
132,261,0.00548007297089
132,247,0.00548007297089
132,20,0.0076877598174
132,80,0.0109214822902
132,154,0.0121749135086
133,169,0.000781233589615
133,168,0.0017046975324
133,38,0.00448165753897
133,122,0.00448165753897
133,61,0.00643715366011
134,280,0.00404447084322
134,249,0.00404447084322
134,274,0.046175452958
134,276,0.0495064711265
134,137,0.0495064711265
135,176,0.0052750376628
135,51,0.00535788431477
135,25,0.0054804363509
135,202,0.00619427634528
135,60,0.00827477374634
136,173,0.000892576154874
136,245,0.00156216508621
136,118,0.00178045839775
136,150,0.00236003811748
136,152,0.00278377408066
137,60,0.00404892064619
137,136,0.0042211426974
137,49,0.00435976779443
137,218,0.00718556829894
137,104,0.0114659651021
137,56,0.0114659651021
138,63,0.00154979782573
138,43,0.00154979782573
138,207,0.00313556032146
138,104,0.00652010579815
138,56,0.00652010579815
139,236,0.00170456454665
139,32,0.00266049178159
139,120,0.00275548711956
139,13,0.00452388607891
139,184,0.0045295218878
140,218,0.00104299238671
140,49,0.00693847520737
140,136,0.00799154712967
140,60,0.00854770696638
140,104,0.00898044983323
140,56,0.00898044983323
141,154,0.00128025566149
141,6,0.00218380881404
141,225,0.00399811398574
141,262,0.00737028608847
141,146,0.00737028608847
142,226,0.00189479378598
142,185,0.00191943788493
142,94,0.00192412815383
142,91,0.0019892926024
142,196,0.0023812580934
143,279,0.0195035744676
143,79,0.0263984573726
143,83,0.0319993695585
143,40,0.0347656895708
143,116,0.0347656895708
144,216,0.0332659491629
144,186,0.0387801481465
144,241,0.0501054561274
144,67,0.0573042446201
144,147,0.0576012309432
145,231,0.0142131625045
145,13,0.0167590035986
145,120,0.018619786192
145,32,0.0186620391391
145,1,0.0189143700856
